kew_id,family,genus,species,infraspecies,taxon_name,authors,rank,taxonomic_status,accepted_kew_id,accepted_name,accepted_authors,parent_kew_id,parent_name,parent_authors,reviewed,publication,original_name_id
945644-1,Acanthaceae,Ruellia,haenkeana,,Ruellia haenkeana,(Nees) Wassh.,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Beitr. Biol. Pflanzen 63: 423 (1988),272688-2
224143-2,Acanthaceae,Ruellia,hapalotricha,,Ruellia hapalotricha,Lindau,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Beibl. Bot. Jahrb. Syst. 60: 44 (1898),
224144-2,Acanthaceae,Ruellia,harveyana,,Ruellia harveyana,Stapf,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Bot. Mag. 139: t. 8485 (1913),
77101377-1,Acanthaceae,Ruellia,haughtii,,Ruellia haughtii,(Leonard) E.A.Tripp,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Taxon 58: 902 (2009),33741-2
60456569-2,Acanthaceae,Ruellia,helianthema,,Ruellia helianthema,(Nees) Profice,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Rodriguésia 61: S87 (2010),47839-1
54134-1,Acanthaceae,Ruellia,herbstii,,Ruellia herbstii,(Hook.) Hiern,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Vidensk. Meddel. Naturhist. Foren. Kjøbenhavn 1877: 75 (1877),47840-1
54137-1,Acanthaceae,Ruellia,heterosepala,,Ruellia heterosepala,Benoist,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Bull. Soc. Bot. France 109: 130 (1962),
54138-1,Acanthaceae,Ruellia,heterotricha,,Ruellia heterotricha,Deflers,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Bull. Soc. Bot. France 43: 220 (1896),
77139684-1,Acanthaceae,Ruellia,hirsutissima,,Ruellia hirsutissima,(Nees) E.A.Tripp,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Int. J. Pl. Sci. 174: 122 (2013),55182-1
54144-1,Acanthaceae,Ruellia,hirsutoglandulosa,,Ruellia hirsutoglandulosa,(Oerst.) Hemsl.,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,"Biol. Cent.-Amer., Bot. 2: 505 (1882)",301764-2
77134778-1,Acanthaceae,Ruellia,holm-nielsenii,,Ruellia holm-nielsenii,Wassh.,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Fl. Ecuador 89: 250 (2013),
54155-1,Acanthaceae,Ruellia,hookeriana,,Ruellia hookeriana,(Nees) Hemsl.,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,"Biol. Cent.-Amer., Bot. 2: 505 (1882)",47843-1
54157-1,Acanthaceae,Ruellia,humboldtiana,,Ruellia humboldtiana,(Nees) Lindau,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Bull. Herb. Boissier 3: 366 (1895),55371-1
54161-1,Acanthaceae,Ruellia,humilis,,Ruellia humilis,Nutt.,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,"Trans. Amer. Philos. Soc., n.s., 5: 182 (1835)",
54167-1,Acanthaceae,Ruellia,hygrophila,,Ruellia hygrophila,Mart.,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Flora 24(2 Beibl.): 65 (1841),
54168-1,Acanthaceae,Ruellia,hygrophiloides,,Ruellia hygrophiloides,(Nees) Hemsl.,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,"Biol. Cent.-Amer., Bot. 2: 505 (1882)",47847-1
54170-1,Acanthaceae,Ruellia,hypericoides,,Ruellia hypericoides,(Nees) Lindau,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Beibl. Bot. Jahrb. Syst. 48: 16 (1894),47848-1
224160-2,Acanthaceae,Ruellia,incomta,,Ruellia incomta,(Nees) Lindau,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,"H.G.A.Engler & K.A.E.Prantl, Nat. Pflanzenfam. 4(3b): 311 (1895)",47850-1
54184-1,Acanthaceae,Ruellia,indecora,,Ruellia indecora,Benoist,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Notul. Syst. (Paris) 8: 142 (1939),
54187-1,Acanthaceae,Ruellia,inflata,,Ruellia inflata,Rich.,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Actes Soc. Hist. Nat. Paris 1: 110 (1792),
54189-1,Acanthaceae,Ruellia,insignis,,Ruellia insignis,Balf.f.,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Proc. Roy. Soc. Edinburgh 12: 85 (1883),
224161-2,Acanthaceae,Ruellia,intermedia,,Ruellia intermedia,Leonard,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,J. Washington Acad. Sci. 17: 512 (1927),
54193-1,Acanthaceae,Ruellia,inundata,,Ruellia inundata,Kunth,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,"F.W.H.von Humboldt, A.J.A.Bonpland & C.S.Kunth, Nov. Gen. Sp. 2: 239 (1818)",
224163-2,Acanthaceae,Ruellia,ischnopoda,,Ruellia ischnopoda,Leonard,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Contr. U.S. Natl. Herb. 31: 82 (1951),
224164-2,Acanthaceae,Ruellia,jaliscana,,Ruellia jaliscana,Standl.,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Contr. U.S. Natl. Herb. 23: 1334 (1926),
54201-1,Acanthaceae,Ruellia,japurensis,,Ruellia japurensis,Mart. ex Nees,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,"C.F.P.von Martius & auct. suc. (eds.), Fl. Bras. 9: 29 (1847)",
60432214-2,Acanthaceae,Ruellia,jeddahica,,Ruellia jeddahica,Hemaid,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Bangladesh J. Pl. Taxon. 8: 84 (2001),
316584-2,Acanthaceae,Ruellia,jimulcensis,,Ruellia jimulcensis,Villarreal,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Sida 18: 223 (1998),
54203-1,Acanthaceae,Ruellia,jussieuoides,,Ruellia jussieuoides,Schltdl. & Cham.,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Linnaea 6: 370 (1831),
54206-1,Acanthaceae,Ruellia,kerrii,,Ruellia kerrii,Craib,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Bull. Misc. Inform. Kew 1913: 202 (1913),
305438-2,Acanthaceae,Ruellia,kleinii,,Ruellia kleinii,C.Ezcurra & Wassh.,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Brittonia 44: 72 (1992),
54210-1,Acanthaceae,Ruellia,kuriensis,,Ruellia kuriensis,Vierh.,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Oesterr. Bot. Z. 56: 261 (1906),
54211-1,Acanthaceae,Ruellia,lactea,,Ruellia lactea,Cav.,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Icon. 3: 28 (1795),
224166-2,Acanthaceae,Ruellia,lanatoglandulosa,,Ruellia lanatoglandulosa,(Nees) Lindau,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,"H.G.A.Engler & K.A.E.Prantl, Nat. Pflanzenfam. 4(3b): 310 (1895)",47855-1
224168-2,Acanthaceae,Ruellia,lasiostachya,,Ruellia lasiostachya,Leonard,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Contr. U.S. Natl. Herb. 31: 105 (1951),
77111799-1,Acanthaceae,Ruellia,laslobasensis,,Ruellia laslobasensis,E.A.Tripp,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Syst. Bot. 35: 649 (2010),
224169-2,Acanthaceae,Ruellia,latibracteata,,Ruellia latibracteata,D.N.Gibson,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,"Fieldiana, Bot. 34(6): 79 (1972)",
54225-1,Acanthaceae,Ruellia,latisepala,,Ruellia latisepala,Benoist,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Notul. Syst. (Paris) 10: 250 (1942),
224170-2,Acanthaceae,Ruellia,laxa,,Ruellia laxa,(Nees) Lindau,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,"H.G.A.Engler & K.A.E.Prantl, Nat. Pflanzenfam. 4(3b): 311 (1895)",45683-1
60478483-2,Acanthaceae,Ruellia,leonardiana,,Ruellia leonardiana,Hammel,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Aliso 36: 38 (2018 publ. 2019),224315-2
224173-2,Acanthaceae,Ruellia,lepidota,,Ruellia lepidota,Urb.,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Symb. Antill. 8: 652 (1921),
54228-1,Acanthaceae,Ruellia,leptosepala,,Ruellia leptosepala,Benoist,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Bull. Soc. Bot. France 109: 130 (1962),
224174-2,Acanthaceae,Ruellia,leucantha,,Ruellia leucantha,Brandegee,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Zoe 5: 109 (1901),
224176-2,Acanthaceae,Ruellia,leucobracteatus,,Ruellia leucobracteatus,Durkee,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Ann. Missouri Bot. Gard. 65: 261 (1978),
305211-2,Acanthaceae,Ruellia,liesneri,,Ruellia liesneri,Wassh.,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Novon 2: 146 (1992),
224177-2,Acanthaceae,Ruellia,lindaviana,,Ruellia lindaviana,Taub.,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Bot. Jahrb. Syst. 21: 452 (1896),
54236-1,Acanthaceae,Ruellia,linearibracteolata,,Ruellia linearibracteolata,Lindau,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Annuario Reale Ist. Bot. Roma 6: 70 (1896),
54237-1,Acanthaceae,Ruellia,linifolia,,Ruellia linifolia,Benoist,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Notul. Syst. (Paris) 8: 141 (1939),
54238-1,Acanthaceae,Ruellia,lithophila,,Ruellia lithophila,Lindau,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Bot. Jahrb. Syst. 33: 187 (1902),
54242-1,Acanthaceae,Ruellia,longepetiolata,,Ruellia longepetiolata,(Oerst.) Hemsl.,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,"Biol. Cent.-Amer., Bot. 2: 506 (1882)",47862-1
224179-2,Acanthaceae,Ruellia,longifilamentosa,,Ruellia longifilamentosa,Lindau,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Ann. K. K. Naturhist. Hofmus. 16: 72 (1901),
54251-1,Acanthaceae,Ruellia,longifolia,,Ruellia longifolia,Rich.,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Actes Soc. Hist. Nat. Paris 1: 110 (1792),
224181-2,Acanthaceae,Ruellia,longipedunculata,,Ruellia longipedunculata,Lindau,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Bull. Herb. Boissier 3: 365 (1895),
77187477-1,Acanthaceae,Ruellia,lutea,,Ruellia lutea,(Leonard) E.A.Tripp & Luján,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Mem. New York Bot. Gard. 119: 38 (2018),224189-2
54267-1,Acanthaceae,Ruellia,luzona,,Ruellia luzona,Nees,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,"A.P.de Candolle, Prodr. 11: 151 (1847)",
54268-1,Acanthaceae,Ruellia,luzoniensis,,Ruellia luzoniensis,Merr.,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Philipp. J. Sci. 30: 426 (1926),
224187-2,Acanthaceae,Ruellia,macarenensis,,Ruellia macarenensis,Leonard,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Contr. U.S. Natl. Herb. 31: 692 (1958),
60454954-2,Acanthaceae,Ruellia,macrantha,,Ruellia macrantha,(Nees) Van Houtte,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Nursery Cat. (Louis van Houtte) 177: 98 (1878-1879 publ. 1878),47865-1
54277-1,Acanthaceae,Ruellia,macrophylla,,Ruellia macrophylla,Vahl,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Symb. Bot. 2: 72 (1791),
54279-1,Acanthaceae,Ruellia,macrosiphon,,Ruellia macrosiphon,Kurz,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,"J. Asiat. Soc. Bengal, Pt. 2, Nat. Hist. 42: 92 (1873)",
937703-1,Acanthaceae,Ruellia,macrosolen,,Ruellia macrosolen,Lillo ex C.Ezcurra,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Syst. Bot. 14: 297 (1989),
303229-2,Acanthaceae,Ruellia,magniflora,,Ruellia magniflora,C.Ezcurra,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Ann. Missouri Bot. Gard. 80: 835 (1993),
54287-1,Acanthaceae,Ruellia,makoyana,,Ruellia makoyana,Closon,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Rev. Hort. Belge Étrangère 21: 109 (1895),
54289-1,Acanthaceae,Ruellia,malabarica,,Ruellia malabarica,Kostel.,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Allg. Med.-Pharm. Fl. 3: 925 (1834),
224192-2,Acanthaceae,Ruellia,malaca,,Ruellia malaca,Leonard,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Mem. New York Bot. Gard. 10(4): 57 (1961),
54291-1,Acanthaceae,Ruellia,malacophylla,,Ruellia malacophylla,C.B.Clarke,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,"W.H.Harvey & auct. suc. (eds.), Fl. Cap. 5(1): 14 (1901)",
54293-1,Acanthaceae,Ruellia,malasica,,Ruellia malasica,(C.B.Clarke) J.B.Imlay,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Bull. Misc. Inform. Kew 1939: 112 (1939),44827-1
224195-2,Acanthaceae,Ruellia,matagalpae,,Ruellia matagalpae,Lindau,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Bull. Herb. Boissier 3: 361 (1895),
224197-2,Acanthaceae,Ruellia,matudae,,Ruellia matudae,Leonard,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Contr. Univ. Michigan Herb. 6: 63 (1941),
303722-2,Acanthaceae,Ruellia,maya,,Ruellia maya,T.F.Daniel,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,"Proc. Calif. Acad. Sci., ser. 4, 48: 273 (1995)",
284444-2,Acanthaceae,Ruellia,mcvaughii,,Ruellia mcvaughii,T.F.Daniel,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Contr. Univ. Michigan Herb. 17: 159 (1990),
224198-2,Acanthaceae,Ruellia,megasphaera,,Ruellia megasphaera,Lindau,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Bull. Herb. Boissier 3: 364 (1895),
54303-1,Acanthaceae,Ruellia,menthoides,,Ruellia menthoides,(Nees) Hiern,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Vidensk. Meddel. Naturhist. Foren. Kjøbenhavn 1877: 72 (1877),47869-1
224200-2,Acanthaceae,Ruellia,metziae,,Ruellia metziae,Tharp,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Amer. Midl. Naturalist 42: 19 (1949),
224202-2,Acanthaceae,Ruellia,microcalyx,,Ruellia microcalyx,(Nees) Lindau,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,"H.G.A.Engler & K.A.E.Prantl, Nat. Pflanzenfam. 4(3b): 310 (1895)",47871-1
77088777-1,Acanthaceae,Ruellia,mira,,Ruellia mira,McDade & E.A.Tripp,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Brittonia 59: 204 (2007),
54312-1,Acanthaceae,Ruellia,misera,,Ruellia misera,Benoist,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Notul. Syst. (Paris) 8: 143 (1939),
224206-2,Acanthaceae,Ruellia,mollis,,Ruellia mollis,(Nees) Lindau,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,"H.G.A.Engler & K.A.E.Prantl, Nat. Pflanzenfam. 4(3b): 311 (1895)",
54319-1,Acanthaceae,Ruellia,monanthos,,Ruellia monanthos,(Nees) Bojer ex T.Anderson,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,"J. Proc. Linn. Soc., Bot. 7: 24 (1863)",47874-1
298094-2,Acanthaceae,Ruellia,morongii,,Ruellia morongii,Britton,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Ann. New York Acad. Sci. 7: 192 (1893),47061-1
224208-2,Acanthaceae,Ruellia,muelleri,,Ruellia muelleri,Tharp & F.A.Barkley,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Amer. Midl. Naturalist 42: 21 (1949),
224210-2,Acanthaceae,Ruellia,multifolia,,Ruellia multifolia,(Nees) Lindau,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,"H.G.A.Engler & K.A.E.Prantl, Nat. Pflanzenfam. 4(3b): 310 (1895)",47875-1
77134782-1,Acanthaceae,Ruellia,napoensis,,Ruellia napoensis,Wassh.,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Fl. Ecuador 89: 274 (2013),
974496-1,Acanthaceae,Ruellia,neoneesiana,,Ruellia neoneesiana,Wassh.,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Monogr. Syst. Bot. Missouri Bot. Gard. 45: 1253 (1993),308710-2
224213-2,Acanthaceae,Ruellia,neowedia,,Ruellia neowedia,(Schrad.) Lindau,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,"H.G.A.Engler & K.A.E.Prantl, Nat. Pflanzenfam. 4(3b): 310 (1895)",60468276-2
970726-1,Acanthaceae,Ruellia,nitens,,Ruellia nitens,(Nees) Wassh.,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Kew Bull. 48: 17 (1993),302498-2
60436026-2,Acanthaceae,Ruellia,nitida,,Ruellia nitida,(Nees) Wassh. & J.R.I.Wood,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Proc. Biol. Soc. Washington 116: 269 (2003),45687-1
77222178-1,Acanthaceae,Ruellia,nobilis,,Ruellia nobilis,(S.Moore) Lindau,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Repert. Spec. Nov. Regni Veg. 7: 67 (1909),226344-2
54345-1,Acanthaceae,Ruellia,noctiflora,,Ruellia noctiflora,(Nees) A.Gray,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Syn. Fl. N. Amer. 2(1): 326 (1878),47881-1
974789-1,Acanthaceae,Ruellia,nocturna,,Ruellia nocturna,Hedrén,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Nordic J. Bot. 13: 511 (1993),
77088778-1,Acanthaceae,Ruellia,norvegigratiosa,,Ruellia norvegigratiosa,McDade & E.A.Tripp,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Brittonia 59: 206 (2007),
284445-2,Acanthaceae,Ruellia,novogaliciana,,Ruellia novogaliciana,T.F.Daniel,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Contr. Univ. Michigan Herb. 17: 157 (1990),
54350-1,Acanthaceae,Ruellia,nummularia,,Ruellia nummularia,Benoist,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Notul. Syst. (Paris) 8: 140 (1939),
224225-2,Acanthaceae,Ruellia,oaxacana,,Ruellia oaxacana,Leonard,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Bull. Misc. Inform. Kew 1938: 60 (1938),
54354-1,Acanthaceae,Ruellia,obliqua,,Ruellia obliqua,Pers.,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Syn. Pl. 2: 177 (1806),
54363-1,Acanthaceae,Ruellia,obtusa,,Ruellia obtusa,Nees,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,"A.P.de Candolle, Prodr. 11: 152 (1847)",
54366-1,Acanthaceae,Ruellia,ochroleuca,,Ruellia ochroleuca,Mart. ex Nees,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,"C.F.P.von Martius & auct. suc. (eds.), Fl. Bras. 9: 56 (1847)",
77088775-1,Acanthaceae,Ruellia,odorata,,Ruellia odorata,E.A.Tripp & McDade,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Brittonia 59: 200 (2007),
54369-1,Acanthaceae,Ruellia,ovalifolia,,Ruellia ovalifolia,(Oerst.) Hemsl.,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,"Biol. Cent.-Amer., Bot. 2: 506 (1882)",47069-1
54375-1,Acanthaceae,Ruellia,oxysepala,,Ruellia oxysepala,C.B.Clarke,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,"Denkschr. Kaiserl. Akad. Wiss., Wien. Math.-Naturwiss. Kl. 78: 73 (1905)",
284446-2,Acanthaceae,Ruellia,palustris,,Ruellia palustris,Durkee,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,"Fieldiana, Bot., n.s., 18: 77 (1986)",
77101378-1,Acanthaceae,Ruellia,panamensis,,Ruellia panamensis,(Lindau) E.A.Tripp,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Taxon 58: 902 (2009),33746-2
54389-1,Acanthaceae,Ruellia,paniculata,,Ruellia paniculata,L.,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Sp. Pl.: 635 (1753),
224238-2,Acanthaceae,Ruellia,panucana,,Ruellia panucana,Lindau,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Bull. Herb. Boissier 3: 363 (1895),
54393-1,Acanthaceae,Ruellia,parryi,,Ruellia parryi,A.Gray,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Syn. Fl. N. Amer. 2(1): 326 (1878),
54394-1,Acanthaceae,Ruellia,parva,,Ruellia parva,Hemsl.,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,"Biol. Cent.-Amer., Bot. 2: 506 (1882)",
54399-1,Acanthaceae,Ruellia,parvifolia,,Ruellia parvifolia,Urb.,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Symb. Antill. 9: 128 (1923),
54401-1,Acanthaceae,Ruellia,patula,,Ruellia patula,Jacq.,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Misc. Austriac. 2: 358 (1779),
54406-1,Acanthaceae,Ruellia,pauciovulata,,Ruellia pauciovulata,Benoist,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Bull. Soc. Bot. France 109: 130 (1962),
54407-1,Acanthaceae,Ruellia,paulayana,,Ruellia paulayana,Vierh.,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Oesterr. Bot. Z. 56: 262 (1906),
54411-1,Acanthaceae,Ruellia,pedunculata,,Ruellia pedunculata,Torr. ex A.Gray,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Syn. Fl. N. Amer. 2(1): 325 (1878),
54413-1,Acanthaceae,Ruellia,pedunculosa,,Ruellia pedunculosa,(Nees) Lindau,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Bull. Herb. Boissier 3: 363 (1895),45688-1
317069-2,Acanthaceae,Ruellia,pereducta,,Ruellia pereducta,Standl.,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Publ. Carnegie Inst. Wash. 461: 89 (1935),
54419-1,Acanthaceae,Ruellia,perrieri,,Ruellia perrieri,Benoist,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Notul. Syst. (Paris) 12: 4 (1945),
948280-1,Acanthaceae,Ruellia,petiolaris,,Ruellia petiolaris,(Nees) T.F.Daniel,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Contr. Univ. Michigan Herb. 17: 139 (1990),49213-1
54424-1,Acanthaceae,Ruellia,philippinensis,,Ruellia philippinensis,Elmer,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Leafl. Philipp. Bot. 5: 1690 (1913),
224247-2,Acanthaceae,Ruellia,phyllocalyx,,Ruellia phyllocalyx,Lindau,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,"Bull. Herb. Boissier, sér. 2, 4: 320 (1904)",
54428-1,Acanthaceae,Ruellia,pilosa,,Ruellia pilosa,L.f.,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Suppl. Pl.: 290 (1782),
224250-2,Acanthaceae,Ruellia,pittieri,,Ruellia pittieri,Lindau,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Bull. Herb. Boissier 5: 655 (1897),
54436-1,Acanthaceae,Ruellia,placoidea,,Ruellia placoidea,Rendle,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,J. Bot. 34: 414 (1896),
54438-1,Acanthaceae,Ruellia,poissonii,,Ruellia poissonii,Benoist,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Notul. Syst. (Paris) 8: 142 (1939),
224251-2,Acanthaceae,Ruellia,potamophila,,Ruellia potamophila,Leonard,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Contr. U.S. Natl. Herb. 31: 71 (1951),
224252-2,Acanthaceae,Ruellia,praeclara,,Ruellia praeclara,Standl.,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,"Publ. Field Mus. Nat. Hist., Bot. Ser. 4: 263 (1929)",
54446-1,Acanthaceae,Ruellia,praetermissa,,Ruellia praetermissa,Schweinf. ex Lindau,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Bot. Jahrb. Syst. 20: 15 (1894),
54448-1,Acanthaceae,Ruellia,primulacea,,Ruellia primulacea,F.Muell. ex Benth.,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Fl. Austral. 4: 546 (1868),
54450-1,Acanthaceae,Ruellia,primuloides,,Ruellia primuloides,(T.Anderson ex Benth.) Heine,SPECIES,Accepted,,,,326011-2,Ruellia,Plum. ex L.,In review,Fl. Gabon 13: 14 (1966),48703-1
